,Restaurante,Dirección,Direccion_Web,Vader,Estrellas,Tipo_de_comida
608,Restaurant Gaig,"Carrer de la Nau Santa Maria, 5, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1471798-Reviews-Restaurant_Gaig-Barcelona_Catalonia.html,0.8625,5.0,Seafood
609,Restaurant Gut,"Carrer Perill, 13, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2063308-Reviews-Restaurant_Gut-Barcelona_Catalonia.html,0.9517,5.0,Seafood
610,Restaurant La Estrella 1924,"C/ Ocata-6, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d944055-Reviews-Restaurante_La_Estrella_1924-Barcelona_Catalonia.html,0.8885,5.0,Seafood
611,Restaurant Pelai,"Carrer Tallers, 62, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1441106-Reviews-Restaurant_Pelai-Barcelona_Catalonia.html,0.9118,5.0,Tapas
612,Restaurant Windsor,"Corsega 286, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d718433-Reviews-Windsor-Barcelona_Catalonia.html,0.872,5.0,Tapas
613,Restaurante  Koh-i-noor india,"Carrer del Marques de Campo Sagrado, 3, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d10482201-Reviews-Restaurante_Koh_i_Noor_India-Barcelona_Catalonia.html,0.9152,5.0,Meats
614,Restaurante Addis Abeba,"Calle de Vallespir, 44, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1832382-Reviews-Restaurante_Addis_Abeba-Barcelona_Catalonia.html,0.91,5.0,Meats
615,Restaurante Arume,"Calle Botella, 11-13, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6839857-Reviews-Restaurante_Arume-Barcelona_Catalonia.html,0.9201,5.0,Tapas
616,Restaurante BarcelonaMilano,"Carrer de Villarroel, 190, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7057196-Reviews-Restaurant_BarcelonaMilano-Barcelona_Catalonia.html,0.8957,5.0,Tapas
617,Restaurante Barceloneta,"C/ de l’Escar, 22, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d4972660-Reviews-Restaurante_Barceloneta-Barcelona_Catalonia.html,0.8658,5.0,Tapas
618,Restaurante Biocenter,"Pintor Fortuny, 25, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d697426-Reviews-Restaurante_Biocenter-Barcelona_Catalonia.html,0.9371,5.0,Vegetarian
619,Restaurante Bodega Sepulveda,"Sepulveda, 173, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d941947-Reviews-Restaurante_Bodega_Sepulveda-Barcelona_Catalonia.html,0.8591,5.0,Seafood
620,Restaurante Cadaques Barcelona,"Reina Cristina, 6, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d19658737-Reviews-Restaurante_Cadaques_Barcelona-Barcelona_Catalonia.html,0.9153,5.0,Seafood
621,Restaurante Can Cargol,"Valencia, 324, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d785343-Reviews-Restaurante_Can_Cargol-Barcelona_Catalonia.html,0.9705,5.0,Tapas
622,Restaurante Can Fusté,"Gran via Carles Iii, 50, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d997689-Reviews-Restaurante_Can_Fuste-Barcelona_Catalonia.html,0.8481,5.0,Tapas
623,Restaurante Can Maño,"C/ del Baluard, 12, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d931622-Reviews-Restaurante_Can_Mano-Barcelona_Catalonia.html,0.8187,5.0,Meats
624,Restaurante Can Pineda,"Calle Sant Joan de Malta, 55, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d986333-Reviews-Restaurante_Can_Pineda-Barcelona_Catalonia.html,0.8834,5.0,Bar
625,Restaurante Cheriff,"Ginebra 15-17, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d997670-Reviews-Restaurante_Cheriff-Barcelona_Catalonia.html,0.8658,5.0,Tapas
626,Restaurante El Reloj,"Vía Laietana, 40, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d986378-Reviews-Restaurante_El_Reloj-Barcelona_Catalonia.html,0.9022,5.0,Tapas
627,Restaurante El Rincon Maya,"Valencia, 183, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d887374-Reviews-Restaurante_El_Rincon_Maya-Barcelona_Catalonia.html,0.8519,5.0,Tapas
628,Restaurante Filigrana,"C/Tarragona, 99, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1495880-Reviews-Restaurante_Filigrana-Barcelona_Catalonia.html,0.8519,5.0,Tapas
629,Restaurante Fukamura,"Calle Corsega 479, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d10432647-Reviews-Restaurante_Fukamura-Barcelona_Catalonia.html,0.9128,5.0,Meats
630,Restaurante Hofmann,"Carrer de La Granada del Penedes, 14, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1655627-Reviews-Restaurante_Hofmann-Barcelona_Catalonia.html,0.9694,5.0,Meats
631,Restaurante Igueldo,"Calle Rossello 186, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2062741-Reviews-Igueldo-Barcelona_Catalonia.html,0.9662,5.0,Tapas
632,Restaurante Japones Ogura,"Napols 189, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6437242-Reviews-Restaurante_Japones_Ogura-Barcelona_Catalonia.html,0.8357,5.0,Tapas
633,Restaurante Japones Ta Mi,"Carrer de Nàpols, 229, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d997513-Reviews-Restaurante_Japones_Ta_Mi-Barcelona_Catalonia.html,0.9617,5.0,Seafood
634,Restaurante Kurai,"Calle Tarragona 99, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d10247890-Reviews-Restaurante_Kurai-Barcelona_Catalonia.html,0.836,5.0,Meats
635,Restaurante L'hortet,"Pintor Fortuny, 32, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d717255-Reviews-Restaurante_L_hortet-Barcelona_Catalonia.html,0.8439,5.0,Seafood
636,Restaurante La Boqueria,"Carrer de la Boqueria Numero 17, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8384662-Reviews-Restaurante_La_Boqueria-Barcelona_Catalonia.html,0.9062,5.0,Tapas
637,Restaurante La Tata,"Carrer de Calàbria, 69, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2056535-Reviews-Restaurante_La_Tata-Barcelona_Catalonia.html,0.9001,5.0,Tapas
638,Restaurante Lasarte,"C/ Mallorca, 259, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d809578-Reviews-Restaurante_Lasarte-Barcelona_Catalonia.html,0.8591,5.0,Meats
639,Restaurante Leku,"Carrer de Joan Guell, 189, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d10292912-Reviews-Restaurante_Leku-Barcelona_Catalonia.html,0.9273,5.0,Tapas
640,Restaurante Los Caracoles,"Carrer d´Escudellers, 14, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d717325-Reviews-Los_Caracoles-Barcelona_Catalonia.html,0.8271,5.0,Tapas
641,Restaurante MIAN,"Girona 49, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d9741980-Reviews-Restaurant_MIAN-Barcelona_Catalonia.html,0.9042,5.0,Meats
642,Restaurante Mexicano Chilam Balam,"C/ Industria, 156, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2002582-Reviews-Restaurante_Mexicano_Chilam_Balam-Barcelona_Catalonia.html,0.891,5.0,Meats
643,Restaurante Nogal,"Carrer De La Diputació, 412, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2363609-Reviews-Restaurante_Nogal-Barcelona_Catalonia.html,0.8993,5.0,Meats
644,Restaurante O-Retorniño,"Carrer Del Rossello, 147, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7268817-Reviews-Restaurante_O_Retornino-Barcelona_Catalonia.html,0.8442,5.0,Tapas
645,Restaurante Parrilla Alfonsina,"Diputacio, 379, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1499251-Reviews-Restaurante_Parrilla_Alfonsina-Barcelona_Catalonia.html,0.875,5.0,Tapas
646,Restaurante Quixote,"Consell de Cent, 314, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d997345-Reviews-Restaurante_Quixote-Barcelona_Catalonia.html,0.93,5.0,Tapas
647,Restaurante Rokelin Gourmet,"Comte d'Urgell, 7, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d9738466-Reviews-Restaurante_Rokelin_Gourmet-Barcelona_Catalonia.html,0.8126,5.0,Tapas
648,Restaurante Sagues,"Carrer de Sagues, 25, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3685002-Reviews-Restaurante_Sagues-Barcelona_Catalonia.html,0.9022,5.0,Italian
649,Restaurante Salamanca,"Almirall Cervera, 34, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1007529-Reviews-Restaurante_Salamanca-Barcelona_Catalonia.html,0.8316,5.0,Seafood
650,Restaurante Salero,"Carrer de Tordera 10-12, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d717398-Reviews-Restaurante_Salero-Barcelona_Catalonia.html,0.8979,5.0,Meats
651,Restaurante Sannin,"Carrer de l'Encarnació, 44, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d986458-Reviews-Restaurante_Sannin-Barcelona_Catalonia.html,0.802,5.0,Tapas
652,Restaurante Seoul,"Avenida gaudi,70, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d997325-Reviews-Restaurante_Seoul-Barcelona_Catalonia.html,0.8689,5.0,Meats
653,Restaurante Solomillo,"Mallorca, 251, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d10319217-Reviews-Restaurante_Solomillo-Barcelona_Catalonia.html,0.9638,5.0,Meats
654,Restaurante Spaccanapoli Barcelona,"Carrer Del Rec Comtal, 6, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d15275075-Reviews-Restaurante_Spaccanapoli_Barcelona-Barcelona_Catalonia.html,0.9246,5.0,Italian
655,Restaurante Tantarantana,"Calle Tantarantana, 24, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d947706-Reviews-Restaurante_Tantarantana-Barcelona_Catalonia.html,0.9611,5.0,Tapas
656,Restaurante Vivanda,"Major de Sarria, 134, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d997263-Reviews-Restaurante_Vivanda-Barcelona_Catalonia.html,0.8074,5.0,Tapas
657,Restaurante argentino El Calafate,"Calle de Paris, 145, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2480078-Reviews-Restaurante_argentino_El_Calafate-Barcelona_Catalonia.html,0.8316,5.0,Meats
658,Restaurante el Porvenir,"Calle Villarroel , Restaurante el Porvenir 46, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d4580269-Reviews-Restaurante_el_Porvenir-Barcelona_Catalonia.html,0.9337,5.0,Tapas
659,Rincón Persa,"Floridablanca, 85, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1656678-Reviews-Rincon_Persa-Barcelona_Catalonia.html,0.891,5.0,Tapas
660,Ristorante Margherita,"Carrer del Rosselló, 253, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d5820198-Reviews-Ristorante_Margherita-Barcelona_Catalonia.html,0.8807,5.0,Seafood
661,Ristorante Meraviglioso,"Carrer de Valencia 28, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7297862-Reviews-Ristorante_Meraviglioso-Barcelona_Catalonia.html,0.91,5.0,Italian
662,Ristorante Pizzeria  Eden,"C/ de Provença, 332, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3452955-Reviews-Ristorante_Pizzeria_Eden-Barcelona_Catalonia.html,0.9169,5.0,Italian
663,Robata,"Enric Granados 55, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d10816804-Reviews-Robata-Barcelona_Catalonia.html,0.9081,5.0,Tapas
664,Roig Robí,"Calle Séneca, 20, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d866646-Reviews-Roig_Robi-Barcelona_Catalonia.html,0.8454,5.0,Meats
665,Rooftop Garden - Hotel El Palace Barcelona,"Gran Via de Las Corts Catalanes, 668, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d13238896-Reviews-Rooftop_Garden_Hotel_El_Palace_Barcelona-Barcelona_Catalonia.html,0.8271,5.0,Tapas
666,Rosa Negra,"Via Laietana 46, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d800338-Reviews-Rosa_Negra-Barcelona_Catalonia.html,0.9324,5.0,Meats
667,Rosa del Raval,"Carrer dels Àngels, 6, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d777241-Reviews-Rosa_del_Raval-Barcelona_Catalonia.html,0.8481,5.0,Mexican
668,Rossini,"Plaza Real 13, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1082035-Reviews-Rossini-Barcelona_Catalonia.html,0.9623,5.0,Tapas
669,RíasKru,"Calle de Lleida, 7, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3783406-Reviews-RiasKru-Barcelona_Catalonia.html,0.9795,5.0,Seafood
670,"SAGÀS - Pagesos, Cuiners & Co.","Pla de Palau, 13, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2208020-Reviews-Sagas_Pagesos_i_Cuiners-Barcelona_Catalonia.html,0.91,5.0,Tapas
671,Sabes una cosa,"Calle Tordera 52, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7113337-Reviews-Sabes_una_cosa-Barcelona_Catalonia.html,0.9468,5.0,Meats
672,Sagardi BCN Centre,"Carrer de Muntaner, 70, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1383319-Reviews-Sagardi_BCN_Centre-Barcelona_Catalonia.html,0.8555,5.0,Meats
673,Sagardi BCN Gòtic,"Carrer de l'Argenteria, 62, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1536403-Reviews-Sagardi_BCN_Gotic-Barcelona_Catalonia.html,0.8519,5.0,Tapas
674,Sagradas Tapas,"Avenida Gaudi 48, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d20229105-Reviews-Sagradas_Tapas-Barcelona_Catalonia.html,0.8519,5.0,Tapas
675,Salsalada,"La Rambla, 87, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d14056676-Reviews-Salsalada-Barcelona_Catalonia.html,0.8555,5.0,Tapas
676,"San Pedrito, Restaurante Y Licoreria","Carrer de la Fusina, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d12959783-Reviews-San_Pedrito_Restaurante_Y_Licoreria-Barcelona_Catalonia.html,0.9652,5.0,Meats
677,Santa Ceviche,"Carrer d'Hostafrancs de Sió, 11, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6721835-Reviews-Santa_Ceviche-Barcelona_Catalonia.html,0.8957,5.0,Meats
678,Santa Clara Restaurante,"Calle Jiménez e Iglesias 11-13, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8799903-Reviews-Santa_Clara_Restaurante-Barcelona_Catalonia.html,0.9062,5.0,Tapas
679,Santa Rita Experience,"Carrer de Veneçuela 16, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7057940-Reviews-Santa_Rita_Experience-Barcelona_Catalonia.html,0.9595,5.0,Meats
680,Sartoria Panatieri Gràcia,"Carrer de l'Encarnació 51, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d15268210-Reviews-Sartoria_Panatieri_Gracia-Barcelona_Catalonia.html,0.8979,5.0,Italian
681,Sato I Tanaka,"Bruc, 79, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d13189781-Reviews-Sato_I_Tanaka-Barcelona_Catalonia.html,0.8687,5.0,Seafood
682,Season Tapas Restaurant,"Carrer d'Aribau, 125, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d15148522-Reviews-Season_Tapas_Restaurant-Barcelona_Catalonia.html,0.9118,5.0,Tapas
683,Secrets Del Mediterrani,"Passeig De Sant Joan, 28, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8560393-Reviews-Secrets_Del_Mediterrani-Barcelona_Catalonia.html,0.9368,5.0,Tapas
684,Segafredo Espresso Barcelona,"Passeig del Mare Nostrum 19-21, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3292563-Reviews-Segafredo_Espresso_Barcelona-Barcelona_Catalonia.html,0.8405,5.0,Tapas
685,Semproniana,"Rosselló 148, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d810152-Reviews-Semproniana-Barcelona_Catalonia.html,0.9081,5.0,Meats
686,Sense Pressa,"Carrer d' Enric Granados, 96, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2170318-Reviews-Sense_Pressa-Barcelona_Catalonia.html,0.9428,5.0,Meats
687,Senyor Vermut,"Provenca, 85, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d5770835-Reviews-Senyor_Vermut-Barcelona_Catalonia.html,0.9609,5.0,Tapas
688,Shanghai,"Bisbe Sivilla, 48, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d717408-Reviews-Shanghai-Barcelona_Catalonia.html,0.9719,5.0,Meats
689,Shunka,"c/Sagristans 5, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d717410-Reviews-Shunka-Barcelona_Catalonia.html,0.9201,5.0,Tapas
690,Shôko Restaurante & Lounge Club,"Paseo Maritimo de la Barceloneta, 36, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1308839-Reviews-Shoko_Restaurante_Lounge_Club-Barcelona_Catalonia.html,0.9062,5.0,Tapas
691,Sirvent Barcelona,"Ronda Sant Pau 67, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8596676-Reviews-Sirvent_Barcelona-Barcelona_Catalonia.html,0.8807,5.0,Tapas
692,Somodo,"Carrer de Ros de Olano 11, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2390262-Reviews-Somodo-Barcelona_Catalonia.html,0.9136,5.0,Meats
693,Spark,"Calle Diputacion, 329, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d12333885-Reviews-Spark-Barcelona_Catalonia.html,0.9231,5.0,Tapas
694,Spice Cafe,"Carrer de Margarit, 9, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d4044121-Reviews-Spice_Cafe-Barcelona_Catalonia.html,0.9552,5.0,Bar
695,Sports Bar Italian Food - C. Ample,"Carrer Ample, 51, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3379888-Reviews-Sports_Bar_Italian_Food_C_Ample-Barcelona_Catalonia.html,0.9184,5.0,Meats
696,Suarna,"Calle Llança, nº1, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6973186-Reviews-Restaurante_Suarna-Barcelona_Catalonia.html,0.8834,5.0,Tapas
697,Suculent,"Rambla del Raval, 45, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3323789-Reviews-Suculent-Barcelona_Catalonia.html,0.8934,5.0,Tapas
698,Sumac & Mambo,"Carrer D'enric Granados, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d21503781-Reviews-Sumac_Mambo-Barcelona_Catalonia.html,0.8957,5.0,Meats
699,Supra Barcelona,"Carrer De València, 246, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d23748987-Reviews-Supra_Barcelona-Barcelona_Catalonia.html,0.8225,5.0,Meats
700,Surf House Barcelona,"c/Almirall Aixada 22, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d4778723-Reviews-Surf_House_Barcelona-Barcelona_Catalonia.html,0.9279,5.0,Meats
701,Surya Pau Claris,"C/Pau Claris 92, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d5582359-Reviews-Surya_Pau_Claris-Barcelona_Catalonia.html,0.9506,5.0,Tapas
702,Sushifresh,"Via augusta 65 local 1, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3369039-Reviews-Sushifresh-Barcelona_Catalonia.html,0.9081,5.0,Seafood
703,Sushiraku,"08036, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8073764-Reviews-Sushiraku-Barcelona_Catalonia.html,0.8016,5.0,Seafood
704,Swagatam Bar-Restaurant Hindu,"Carrer de Sant Agusti, 10, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3847458-Reviews-Swagatam_Bar_Restaurant_Hindu-Barcelona_Catalonia.html,0.9169,5.0,Seafood
705,THAI THAI BCN,"Calle VILLARROEL, 68, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1541224-Reviews-Thai_Thai-Barcelona_Catalonia.html,0.8126,5.0,Tapas
706,Taco Alto Born,"Portal Nou, 62, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8811075-Reviews-Taco_Alto-Barcelona_Catalonia.html,0.802,5.0,Tapas
707,Taco Alto Raval,"Rambla del Raval, 2 Bis, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d12287899-Reviews-Taco_Alto-Barcelona_Catalonia.html,0.9001,5.0,Meats
708,Takashi Ochiai Pastisseria,"Comte d'Urgell, 110, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1594137-Reviews-Takashi_Ochiai_Pastisseria-Barcelona_Catalonia.html,0.8555,5.0,Asian
709,Taktika Berri,"Carrer Valencia, 169, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d997302-Reviews-Restaurante_Taktika_Berri-Barcelona_Catalonia.html,0.9022,5.0,Tapas
710,Taller de Tapas - Argenteria,"Argenteria, 51, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8017679-Reviews-Taller_de_Tapas_Argenteria-Barcelona_Catalonia.html,0.9638,5.0,Tapas
711,Taller de Tapas - Josep Oriol,"Plaza Sant Josep Oriol 9, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3542813-Reviews-Taller_de_Tapas_Sant_Josep_Oriol-Barcelona_Catalonia.html,0.9493,5.0,Tapas
712,Taller de Tapas - Rambla Catalunya,"Rambla Catalunya 49, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d814881-Reviews-Taller_de_Tapas_Rambla_Catalunya-Barcelona_Catalonia.html,0.9022,5.0,Tapas
713,Tandoor,"Carrer d'Aragó, 8, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7043687-Reviews-Tandoor-Barcelona_Catalonia.html,0.9136,5.0,Tapas
714,Tandoori Nights,"Carrer Carretes 44, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d5418221-Reviews-Tandoori_Nights-Barcelona_Catalonia.html,0.9013,5.0,Tapas
715,Tapa Tapa,"Moll D’Espanya, Num. 5, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2079639-Reviews-Tapa_Tapa_C_C_Maremagnum-Barcelona_Catalonia.html,0.9114,5.0,Tapas
716,Tapa Tapa C.C. Arenas,"Gran Via de les Corts Catalanes, 373-385, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2318625-Reviews-Tapa_Tapa_Arenas-Barcelona_Catalonia.html,0.9562,5.0,Tapas
717,Tapas 24,"Carrer de la Diputacio, 269, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1314895-Reviews-Tapas_24-Barcelona_Catalonia.html,0.9118,5.0,Tapas
718,Tapeo,"Montcada, 29, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1863141-Reviews-Tapeo_Born-Barcelona_Catalonia.html,0.9217,5.0,Tapas
719,Taps,"C/ Mare de Déu del Remei, 53, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7707574-Reviews-Taps-Barcelona_Catalonia.html,0.8891,5.0,Tapas
720,Taquerías Tamarindo,"Carrer de Aragó 236, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6602986-Reviews-Taquerias_Tamarindo-Barcelona_Catalonia.html,0.8271,5.0,Tapas
721,Tast-Ller,"Calle Viladomat 137, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6482227-Reviews-Tast_Ller-Barcelona_Catalonia.html,0.8832,5.0,Seafood
722,Taverna El Glop,"C/ Sant Lluis 24, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d778744-Reviews-Taverna_El_Glop-Barcelona_Catalonia.html,0.8016,5.0,Tapas
723,Taverna del Bisbe,"Av. Cathedral 6-8, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1106705-Reviews-Taverna_del_Bisbe-Barcelona_Catalonia.html,0.9033,5.0,Tapas
724,Taverna hofmann,"Carrer de Girona, 145, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6679727-Reviews-Taverna_hofmann-Barcelona_Catalonia.html,0.836,5.0,Tapas
725,Telefèric,"Plaza Doctor Letamendi, 27, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3357978-Reviews-Teleferic-Barcelona_Catalonia.html,0.9674,5.0,Tapas
726,Tempura-Ya,"Carrer Muntaner, 153, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d801641-Reviews-Tempura_Ya-Barcelona_Catalonia.html,0.8716,5.0,Seafood
