Nombre,Dirección,Direccion_Web
Speakeasy,"Carrer d'Aribau, 162, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d997960-Reviews-Speakeasy-Barcelona_Catalonia.html
Restaurante La Palmera,"C/ Enric Granados, 57, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d779775-Reviews-Restaurante_La_Palmera-Barcelona_Catalonia.html
Casa Palet,"Laforja, 9, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d5614449-Reviews-Casa_Palet-Barcelona_Catalonia.html
Obe Restaurant,"Placa de Santa Caterina 1, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2486758-Reviews-Obe_Restaurant-Barcelona_Catalonia.html
La Cereria,"Baixada de Sant Miquel, 3, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1051625-Reviews-La_Cereria-Barcelona_Catalonia.html
Restaurant Reñé,"Consell de Cent, 362, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1082268-Reviews-Restaurant_Rene-Barcelona_Catalonia.html
Can Vador Illa Diagonal,"c/ Deu i Mata 69, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d5283448-Reviews-Can_Vador_Illa_Diagonal-Barcelona_Catalonia.html
Vegetalia Gotico,"Escudellers, 54, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1190818-Reviews-Vegetalia_Gotico-Barcelona_Catalonia.html
Bracafe Barcelona,"Ronda Universitat 35 Barcelona, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1380549-Reviews-Bracafe_Barcelona-Barcelona_Catalonia.html
Santa Tapa Barcelona,"Calle de la Piedad 8, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d15523339-Reviews-Santa_Tapa_Barcelona-Barcelona_Catalonia.html
Cal Trapella - Cuina de Mercat,"Carrer de Francisco Giner  22, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d16694429-Reviews-Cal_Trapella_Cuina_de_Mercat-Barcelona_Catalonia.html
Casa Martelo,"C/ Numancia No 12, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1723616-Reviews-Casa_Martelo-Barcelona_Catalonia.html
Barcelona Gaudi Restaurant,"13/1 Sukhumvit 23, Bangkok, Tailandia",/Restaurant_Review-g293916-d7274421-Reviews-Barcelona_Gaudi_Restaurant-Bangkok.html
Can Vador,"Carrer de la Diputacio 367, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2190133-Reviews-Can_Vador-Barcelona_Catalonia.html
Mussol Arenas,"Calle Gran Via de les Corts Catalanes, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2295507-Reviews-Mussol_Arenas-Barcelona_Catalonia.html
Thai Spicy Restaurante,"C/Comte Borrell, 188, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d8837141-Reviews-Thai_Spicy_Restaurante-Barcelona_Catalonia.html
Restaurante Loto,"Calle del Call 17, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d18931314-Reviews-Restaurante_Loto-Barcelona_Catalonia.html
Camarote de en Tomas,"C/ Lleida, 3, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3193543-Reviews-Camarote_de_en_Tomas-Barcelona_Catalonia.html
Mextizo Barcelona,"Carrer Diputacio, 239, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10262485-Reviews-Mextizo_Barcelona-Barcelona_Catalonia.html
Bar Ramon,"Carrer del Comte Borrell, 81, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2152195-Reviews-Bar_Ramon-Barcelona_Catalonia.html
La Plassohla,"Via Laetana, 49, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3354304-Reviews-La_Plassohla-Barcelona_Catalonia.html
Flexbowls,"Diputacion 289, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d12652297-Reviews-Flexbowls_Barcelona-Barcelona_Catalonia.html
La Cazuela Barcelona,"Tucumán 28, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10054869-Reviews-La_Cazuela_Barcelona-Barcelona_Catalonia.html
Batea Barcelona Restaurant,"605 Gran Via De Les Corts Catalanes, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d24110149-Reviews-Batea_Barcelona_Restaurant-Barcelona_Catalonia.html
The Growler Barcelona,"Carrer Roger de Lluria 81, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d9996434-Reviews-The_Growler_Barcelona-Barcelona_Catalonia.html
Lamian Barcelona,"Carrer Diputacio 294, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d15677470-Reviews-Lamian_Barcelona-Barcelona_Catalonia.html
Habana Vieja Restaurante Cubano,"Banys Vells, 2, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d986270-Reviews-Habana_Vieja_Restaurant_Cubano-Barcelona_Catalonia.html
Spice Cafe,"Carrer de Margarit, 9, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d4044121-Reviews-Spice_Cafe-Barcelona_Catalonia.html
Trafalgar Pizza Club,"Trafalgar 19, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d23845013-Reviews-Trafalgar_Pizza_Club-Barcelona_Catalonia.html
Albé Barcelona,"Carrer de Mallorca 196, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d21241222-Reviews-Albe_Barcelona-Barcelona_Catalonia.html
Braseria La Selva Corcega Barcelona,"Carrer Corsega 235, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d23765322-Reviews-Braseria_La_Selva_Corcega_Barcelona-Barcelona_Catalonia.html
La Cabrera Barcelona,"Diputacio 239, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d25185296-Reviews-La_Cabrera_Barcelona-Barcelona_Catalonia.html
"San Pedrito, Restaurante Y Licoreria","Carrer de la Fusina, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d12959783-Reviews-San_Pedrito_Restaurante_Y_Licoreria-Barcelona_Catalonia.html
Il Duomo & La Mole,"Plaza Mossen Clapes 14, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3171789-Reviews-Il_Duomo_La_Mole-Barcelona_Catalonia.html
La Tinaja,"Carrer de L'esparteria, 9, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d717300-Reviews-Bodega_la_Tinaja-Barcelona_Catalonia.html
Cafés El Magnifico,"Carrer de l'Argenteria, 64, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3185549-Reviews-Cafes_El_Magnifico-Barcelona_Catalonia.html
Bronzo Eixample,"Carrer de Còrsega, 307, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d12523663-Reviews-Bronzo_Eixample-Barcelona_Catalonia.html
Horchatería La Valenciana,"Aribau, 16, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d4601719-Reviews-Horchateria_La_Valenciana-Barcelona_Catalonia.html
Terrace 83.3,"Passeig de Gràcia, 84, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d15870517-Reviews-Terrace_83_3-Barcelona_Catalonia.html
Pizzería Bar Ottantotto,"Passatge d'Utset, 2, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d13763198-Reviews-Pizzeria_Bar_Ottantotto-Barcelona_Catalonia.html
Caelum,"Carrer de la Palla 8, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d967834-Reviews-Caelum-Barcelona_Catalonia.html
La Pampa,"AUTOVIA CASTELLDEFELS, 110 KM, 18, Castelldefels, Cataluña, España",/Restaurant_Review-g652129-d996976-Reviews-La_Pampa-Castelldefels_Catalonia.html
Rooftop Garden - Hotel El Palace Barcelona,"Gran Via de Las Corts Catalanes, 668, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d13238896-Reviews-Rooftop_Garden_Hotel_El_Palace_Barcelona-Barcelona_Catalonia.html
Xoxo Barcelona,"Carrer de la Riera de Sant Miquel, 69, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d21265226-Reviews-Xoxo_Barcelona-Barcelona_Catalonia.html
Hasta los Andares Barcelona,"Calle provenza 471-473, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d17412589-Reviews-Hasta_los_Andares_Barcelona-Barcelona_Catalonia.html
Creps Barcelona,"Enric Granados, 38, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d8780349-Reviews-Creps_Barcelona-Barcelona_Catalonia.html
Bar Azul Barcelona,"Carrer de Corsega, 691, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d4752361-Reviews-Bar_Azul_Barcelona-Barcelona_Catalonia.html
Can Boneta,"Calle Balmes, 139, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6973561-Reviews-Can_Boneta-Barcelona_Catalonia.html
Paral·lelo,"Calle Seneca 18, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d11979828-Reviews-Parallelo-Barcelona_Catalonia.html
Baluard Barceloneta,"Carrer de Provença, 279, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d8354001-Reviews-Baluard_Barceloneta-Barcelona_Catalonia.html
Sushifresh,"Europa, 24, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10170050-Reviews-Sushifresh-Barcelona_Catalonia.html
Restaurante Japones Ogura,"Napols 189, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6437242-Reviews-Restaurante_Japones_Ogura-Barcelona_Catalonia.html
Lucciano's Barcelona,"Gran Via De Les Corts Catalanes 601, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d23980619-Reviews-Lucciano_s_Barcelona-Barcelona_Catalonia.html
Nomm,"Av del Paral-lel 130, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d11906510-Reviews-Nomm-Barcelona_Catalonia.html
Mimo's Born,"Plaça de Jacint Reventós, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d17527277-Reviews-Mimo_s_Born-Barcelona_Catalonia.html
Ikibana Borne,"Passeig Picasso, 32, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2364335-Reviews-Ikibana_Borne-Barcelona_Catalonia.html
L'Olivé,"Balmes 47, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d717257-Reviews-L_Olive-Barcelona_Catalonia.html
Txapela,"Plaça de Catalunya, 8, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d8842788-Reviews-Txapela-Barcelona_Catalonia.html
Caravelle,"Pintor Fortuny 31, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3499028-Reviews-Caravelle-Barcelona_Catalonia.html
Petit Bangkok,"Carrer de Balmes, 106, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d12821504-Reviews-Petit_Bangkok-Barcelona_Catalonia.html
Creps al Born,"Passeig del Born, 12, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d809225-Reviews-Creps_al_Born-Barcelona_Catalonia.html
Papadam,"Ronda de Sant Pau, 11, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d17651868-Reviews-Papadam-Barcelona_Catalonia.html
Kiosko Universal,"Mercat de La Boqueria, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d949087-Reviews-Kiosko_Universal-Barcelona_Catalonia.html
El Desvan,"Gran Via de les Corts Catalanes, 453, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d12695194-Reviews-El_Desvan-Barcelona_Catalonia.html
Nomomoto Barcelona,"Ronda General Mitre, 1, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3708639-Reviews-Nomomoto_Barcelona-Barcelona_Catalonia.html
Champanillo,"Plaça Doctor Letamendi 37, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10193983-Reviews-Champanillo_Barcelona-Barcelona_Catalonia.html
Blue Spot Barcelona,"Passeig Joan de Borbó, 101, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d14173093-Reviews-Blue_Spot_Barcelona-Barcelona_Catalonia.html
Veg World India,"Carrer de Bruniquer, 24, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1100395-Reviews-Veg_World_India-Barcelona_Catalonia.html
Blue Spot Barcelona,"Passeig Joan de Borbó, 101, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d14173093-Reviews-Blue_Spot_Barcelona-Barcelona_Catalonia.html
Veg World India,"Carrer de Bruniquer, 24, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1100395-Reviews-Veg_World_India-Barcelona_Catalonia.html
Mariscco Còrsega,"Calle Corsega 272, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1862304-Reviews-Mariscco_Corsega-Barcelona_Catalonia.html
La Taguara Areperia,"Carrer Del Rec, 10, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3392911-Reviews-La_Taguara_Areperia-Barcelona_Catalonia.html
La Adelita Botanero,"Carrer de Muntaner 100, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d11825964-Reviews-La_Adelita_Botanero-Barcelona_Catalonia.html
Sagradas Tapas,"Avenida Gaudi 48, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d20229105-Reviews-Sagradas_Tapas-Barcelona_Catalonia.html
El Bosc de Les Fades,"Pasaje de la banca nr 7, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d4104804-Reviews-El_Bosc_de_Les_Fades-Barcelona_Catalonia.html
Futami,"Enric Granados, 10, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3723889-Reviews-Futami-Barcelona_Catalonia.html
Glaciar,"Plaça Reial, 3, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1113725-Reviews-Restaurante_Glaciar-Barcelona_Catalonia.html
Raffaelli Restaurante Italiano,"Carrer de Luis Antúnez 11, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d8264568-Reviews-Raffaelli_Italian_Restaurant-Barcelona_Catalonia.html
Cerveceria Albayzin,"Avinguda Pablo Picasso, 12-14, Cornellà de Llobregat, Cataluña, España",/Restaurant_Review-g911482-d6947940-Reviews-Cerveceria_Albayzin-Cornella_de_Llobregat_Catalonia.html
ELS TRES PORQUETS,"RAMBLA DEL POBLENOU, 165, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1603454-Reviews-ELS_TRES_PORQUETS-Barcelona_Catalonia.html
Restaurante Vivanda,"Major de Sarria, 134, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d997263-Reviews-Restaurante_Vivanda-Barcelona_Catalonia.html
Kyoka,"Via Augusta, 268, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d5272008-Reviews-Kyoka-Barcelona_Catalonia.html
Vi Negre,"Carrer Guilleries, 17, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10469794-Reviews-Vi_Negre-Barcelona_Catalonia.html
The Clock Terrace,"Plaza España, 6-8, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10405235-Reviews-The_Clock_Terrace-Barcelona_Catalonia.html
Tast-Ller,"Calle Viladomat 137, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6482227-Reviews-Tast_Ller-Barcelona_Catalonia.html
Bambarol,"Carrer Santalo 21, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d4451173-Reviews-Bambarol-Barcelona_Catalonia.html
Restaurante Tantarantana,"Calle Tantarantana, 24, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d947706-Reviews-Restaurante_Tantarantana-Barcelona_Catalonia.html
Enrique Tomas en Barcelona,"La Rambla 88-94, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7254118-Reviews-Enrique_Tomas_en_Barcelona-Barcelona_Catalonia.html
Anita Gelato Barcelona,"Plaça de la Vila de Gràcia, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d23404316-Reviews-Anita_Gelato_Barcelona-Barcelona_Catalonia.html
Spirit Barcelona,"Carrer de la granada del Penedès, 19-21, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d9563455-Reviews-Spirit_Barcelona-Barcelona_Catalonia.html
Las Sorrentinas,"Pl. Sant Pere, 5, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d4713104-Reviews-Las_Sorrentinas-Barcelona_Catalonia.html
Cheese's Art,"Calle Enric Granados, 13, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2323075-Reviews-Cheese_s_Art-Barcelona_Catalonia.html
Piu Restaurants,"Gran Via De Les Corts Catalanes, 633, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d4607692-Reviews-Piu_Restaurants-Barcelona_Catalonia.html
Cachitos Diagonal,"Avinguda Diagonal 508, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7359662-Reviews-Cachitos_Diagonal-Barcelona_Catalonia.html
Opera Samfaina,"La Rambla 51, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10690589-Reviews-Opera_Samfaina-Barcelona_Catalonia.html
Lamun Cuinathai,"Carrer Vilamari, 73, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10428187-Reviews-Lamun_Cuina_Thai-Barcelona_Catalonia.html
Cachaca Restaurante,"calle Ataulf, 5, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d9756269-Reviews-Cachaca_Restaurante-Barcelona_Catalonia.html
Narciso,"Calle Princesa 9, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d12702776-Reviews-Narciso-Barcelona_Catalonia.html
Creps Barcelona,"Verdi, 17, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1799505-Reviews-Creps_Barcelona-Barcelona_Catalonia.html
Bormuth,"Carrer Rec 31, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d4222516-Reviews-Bormuth-Barcelona_Catalonia.html
Restaurante La Tata,"Carrer de Calàbria, 69, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2056535-Reviews-Restaurante_La_Tata-Barcelona_Catalonia.html
Chicha Bar Bodega,"Passeig de Sant Joan 80, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d8403577-Reviews-Chicha_Bar_Bodega-Barcelona_Catalonia.html
Can Pizza,"Passatge SImó, 21, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d15660471-Reviews-Can_Pizza-Barcelona_Catalonia.html
Koska Taverna,"Blai 8, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2302372-Reviews-Koska_Taverna-Barcelona_Catalonia.html
Kailash Restaurante Tibetano,"Carrer de Roger de Llúria, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d997511-Reviews-Kailash_Restaurante_Tibetano-Barcelona_Catalonia.html
Kimchi Mama,"Carrer del Callao, 12, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d12028248-Reviews-Kimchi_Mama-Barcelona_Catalonia.html
O.G.G.I. Gelato,"Carrer Comtal 15, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10386475-Reviews-OGGI_Officina_Gelato_Gusto_Italiano-Barcelona_Catalonia.html
Monster Sushi Gala Placidia,"Gala Placidia 25, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2475640-Reviews-Monster_Sushi_Gala_Placidia-Barcelona_Catalonia.html
Paco Alcalde,"Carrer Emília Llorca Martín, 12, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d945524-Reviews-Paco_Alcalde-Barcelona_Catalonia.html
Restaurante Nogal,"Carrer De La Diputació, 412, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2363609-Reviews-Restaurante_Nogal-Barcelona_Catalonia.html
Pla de la Garsa,"Carrer dels Assaonadors, 13, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d717371-Reviews-Pla_de_la_Garsa-Barcelona_Catalonia.html
Taco Alto Raval,"Rambla del Raval, 2 Bis, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d12287899-Reviews-Taco_Alto-Barcelona_Catalonia.html
Nomo Sarrià,"C/Major de Sarria 105, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d12590864-Reviews-Nomo_Sarria-Barcelona_Catalonia.html
Portal De La Pau,"Plaça Portal de la Pau, 4, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d12166463-Reviews-Portal_De_La_Pau-Barcelona_Catalonia.html
Macchina Pasta Bar,"Asturies 17, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3671378-Reviews-Macchina_Pasta_Bar-Barcelona_Catalonia.html
Orea Barcelona,"Carrer de València, 193, 08011 Barcelona, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d19067628-Reviews-Orea_Barcelona-Barcelona_Catalonia.html
Restaurante Di Como Bcn,"Muntaner 231, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10314264-Reviews-Restaurante_Di_Como_Bcn-Barcelona_Catalonia.html
Kawamura,"C/ Arago, 217, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10725485-Reviews-Kawamura-Barcelona_Catalonia.html
El Nido Restaurante - H1898,"La Rambla 109, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2000909-Reviews-El_Nido_Restaurant_H1898-Barcelona_Catalonia.html
La Rioja,"C/ Durán i Bas, 5, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1735218-Reviews-La_Rioja-Barcelona_Catalonia.html
Comida De Olla,"Carrer de Praga, 1, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10325973-Reviews-Comida_De_Olla-Barcelona_Catalonia.html
Maxi Restaurante,"Carretera Prat, 30, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1975496-Reviews-Maxi_Restaurante-Barcelona_Catalonia.html
Restaurante Sannin,"Carrer de l'Encarnació, 44, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d986458-Reviews-Restaurante_Sannin-Barcelona_Catalonia.html
Pacha Barcelona Restaurant,"Paseo Maritimo Barceloneta, 38, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7081904-Reviews-Pacha_Barcelona_Restaurant-Barcelona_Catalonia.html
BrewDog Barcelona,"Calle Casanova, 69, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7610881-Reviews-BrewDog_Barcelona-Barcelona_Catalonia.html
Segafredo Espresso Barcelona,"Passeig del Mare Nostrum 19-21, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3292563-Reviews-Segafredo_Espresso_Barcelona-Barcelona_Catalonia.html
Club de L'empanada,"C/ Dagueria 7, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d4072374-Reviews-Club_de_L_empanada-Barcelona_Catalonia.html
Gala Barcelona,"Calle Provença 286, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d23752368-Reviews-Gala_Barcelona-Barcelona_Catalonia.html
